Days,Open,High,Low,Close,Volume
23817,	3657.1,	3757.89,	3647.42,	3752.75,	5078020000.00
23816,	3689.05,	3736,	3656.44,	3665.78,	4496620000.00
23815,	3703.11,	3728.58,	3666.51,	3695.16,	4223800000.00
23814,	3746.26,	3762.79,	3686.53,	3719.98,	4483740000.00
23813,	3638.65,	3689.73,	3638.65,	3677.95,	4352780000.00
23812,	3690.41,	3712,	3579.68,	3583.07,	4243030000.00
23811,	3520.37,	3685.41,	3491.58,	3669.91,	5021680000.00
23810,	3590.83,	3608.34,	3573.86,	3577.03,	4006830000.00
23809,	3595.86,	3640.66,	3568.45,	3588.84,	4759030000.00
23808,	3647.51,	3652.17,	3588.1,	3612.39,	3834320000.00
23807,	3706.74,	3706.74,	3620.73,	3639.66,	4449660000.00
23806,	3771.97,	3797.93,	3739.22,	3744.52,	4252100000.00
23805,	3753.25,	3806.91,	3722.66,	3783.28,	4293180000.00
23804,	3726.46,	3791.92,	3726.46,	3790.93,	5146580000.00
23803,	3609.78,	3698.35,	3604.93,	3678.43,	4806680000.00
23802,	3633.48,	3671.44,	3584.13,	3585.62,	5645360000.00
23801,	3687.01,	3687.01,	3610.4,	3640.47,	4681810000.00
23800,	3651.94,	3736.74,	3640.61,	3719.04,	4684850000.00
23799,	3686.44,	3717.53,	3623.29,	3647.29,	4577740000.00
23798,	3682.72,	3715.67,	3644.76,	3655.04,	4886140000.00
23797,	3727.14,	3727.14,	3647.47,	3693.23,	5144270000.00
23796,	3782.36,	3790.9,	3749.45,	3757.99,	4284600000.00
23795,	3871.4,	3907.07,	3789.49,	3789.93,	4078330000.00
23794,	3875.23,	3876.01,	3827.54,	3855.93,	4058050000.00
23793,	3849.91,	3900.45,	3838.5,	3899.89,	3766850000.00
23792,	3880.95,	3880.95,	3837.08,	3873.33,	7954650000.00
23791,	3932.41,	3959.14,	3888.28,	3901.35,	4441830000.00
23790,	3940.73,	3961.94,	3912.18,	3946.01,	4293240000.00
23789,	4037.12,	4037.12,	3921.28,	3932.69,	4224550000.00
23788,	4083.67,	4119.28,	4083.67,	4110.41,	3814200000.00
23787,	4022.94,	4076.81,	4022.94,	4067.36,	3901940000.00
23786,	3959.94,	4010.5,	3944.81,	4006.18,	3966850000.00
23785,	3909.43,	3987.89,	3906.03,	3979.87,	3890320000.00
23784,	3930.89,	3942.55,	3886.75,	3908.19,	4127340000.00
23783,	3994.66,	4018.43,	3906.21,	3924.26,	4134920000.00
23782,	3936.73,	3970.23,	3903.65,	3966.85,	3754570000.00
23781,	4000.67,	4015.37,	3954.53,	3955,	3797860000.00
23780,	4041.25,	4044.98,	3965.21,	3986.16,	3190580000.00
23779,	4034.58,	4062.99,	4017.42,	4030.61,	2963020000.00
23778,	4198.74,	4203.04,	4057.66,	4057.66,	3175260000.00
23777,	4153.26,	4200.54,	4147.59,	4199.12,	2976050000.00
23776,	4126.55,	4156.56,	4119.97,	4140.77,	3056910000.00
23775,	4133.09,	4159.77,	4124.03,	4128.73,	3117800000.00
23774,	4195.08,	4195.08,	4129.86,	4137.99,	3365220000.00
23773,	4266.31,	4266.31,	4218.7,	4228.48,	3210680000.00
23772,	4273.13,	4292.53,	4261.98,	4283.74,	2871990000.00
23771,	4280.4,	4302.18,	4253.08,	4274.04,	3293430000.00
23770,	4290.46,	4325.28,	4277.77,	4305.2,	3792010000.00
23769,	4269.37,	4301.79,	4256.9,	4297.14,	3087740000.00
23768,	4225.02,	4280.47,	4219.78,	4280.15,	3252290000.00
23767,	4227.4,	4257.91,	4201.41,	4207.27,	3925060000.00
23766,	4181.02,	4211.03,	4177.26,	4210.24,	3998590000.00
23765,	4133.11,	4137.3,	4112.09,	4122.47,	3337150000.00
23764,	4155.93,	4186.62,	4128.97,	4140.06,	3604650000.00
23763,	4115.87,	4151.58,	4107.31,	4145.19,	3540260000.00
23762,	4154.85,	4161.29,	4135.42,	4151.94,	3565810000.00
23761,	4107.96,	4167.66,	4107.96,	4155.17,	3544410000.00
23760,	4104.21,	4140.47,	4079.81,	4091.19,	3880790000.00
23759,	4112.38,	4144.95,	4096.02,	4118.63,	3540960000.00
23758,	4087.33,	4140.15,	4079.22,	4130.29,	3817740000.00
23757,	4026.13,	4078.95,	3992.97,	4072.43,	3882850000.00
23756,	3951.43,	4039.56,	3951.43,	4023.61,	3584170000.00
23755,	3953.22,	3953.22,	3910.74,	3921.05,	3083420000.00
23754,	3965.72,	3975.3,	3943.46,	3966.84,	2988650000.00
23753,	3998.43,	4012.44,	3938.86,	3961.63,	3246220000.00
23752,	3955.47,	3999.29,	3927.64,	3998.95,	3586030000.00
23751,	3935.32,	3974.13,	3922.03,	3959.9,	3452150000.00
23750,	3860.73,	3939.81,	3860.73,	3936.69,	3160350000.00
23749,	3883.79,	3902.44,	3818.63,	3830.85,	3414470000.00
23748,	3818,	3863.62,	3817.18,	3863.16,	3537130000.00
23747,	3763.99,	3796.41,	3721.56,	3790.38,	3447500000.00
23746,	3779.67,	3829.44,	3759.07,	3801.78,	3166580000.00
23745,	3851.95,	3873.41,	3802.36,	3818.8,	3138460000.00
23744,	3880.94,	3880.94,	3847.22,	3854.43,	3023830000.00
23743,	3888.26,	3918.5,	3869.34,	3899.38,	2844620000.00
23742,	3858.85,	3910.63,	3858.85,	3902.62,	3337710000.00
23741,	3831.98,	3870.91,	3809.37,	3845.08,	3613120000.00
23740,	3792.61,	3832.19,	3742.06,	3831.39,	4427900000.00
23739,	3781,	3829.82,	3752.1,	3825.33,	3268240000.00
23738,	3785.99,	3818.99,	3738.67,	3785.38,	4032260000.00
23737,	3825.09,	3836.5,	3799.02,	3818.83,	3458850000.00
23736,	3913,	3945.86,	3820.14,	3821.55,	3590980000.00
23735,	3920.76,	3927.72,	3889.66,	3900.11,	3385120000.00
23734,	3821.75,	3913.65,	3821.75,	3911.74,	6742870000.00
23733,	3774.71,	3802.58,	3743.52,	3795.73,	4078100000.00
23732,	3733.89,	3801.79,	3717.69,	3759.89,	4342270000.00
23731,	3715.31,	3779.65,	3715.31,	3764.79,	4124600000.00
23730,	3665.9,	3707.71,	3636.87,	3674.84,	6954110000.00
23729,	3728.18,	3728.18,	3639.77,	3666.77,	4511200000.00
23728,	3764.05,	3837.56,	3722.3,	3789.99,	4474610000.00
23727,	3763.52,	3778.18,	3705.68,	3735.48,	4126400000.00
23726,	3838.15,	3838.15,	3734.3,	3749.63,	4572820000.00
23725,	3974.39,	3974.39,	3900.16,	3900.86,	3936120000.00
23724,	4101.65,	4119.1,	4017.17,	4017.82,	3192330000.00
23723,	4147.12,	4160.14,	4107.2,	4115.77,	3090180000.00
23722,	4096.47,	4164.86,	4080.19,	4160.68,	3476470000.00
23721,	4134.72,	4168.78,	4109.18,	4121.43,	3852050000.00
23720,	4137.57,	4142.67,	4098.67,	4108.54,	3107080000.00
23719,	4095.41,	4177.51,	4074.37,	4176.82,	3604930000.00
23718,	4149.78,	4166.54,	4073.85,	4101.23,	4145710000.00
23717,	4151.09,	4168.34,	4104.88,	4132.15,	5192220000.00
23716,	4077.43,	4158.49,	4077.43,	4158.24,	3560560000.00
23715,	3984.6,	4075.14,	3984.6,	4057.84,	3961940000.00
23714,	3929.59,	3999.33,	3925.03,	3978.73,	4322190000.00
23713,	3942.94,	3955.68,	3875.13,	3941.48,	3901640000.00
23712,	3919.42,	3981.88,	3909.04,	3973.75,	3392770000.00
23711,	3927.76,	3943.42,	3810.32,	3901.36,	4278520000.00
23710,	3899,	3945.96,	3876.58,	3900.79,	4212140000.00
23709,	4051.98,	4051.98,	3911.91,	3923.68,	4428960000.00
23708,	4052,	4090.72,	4033.93,	4088.85,	3846580000.00
23707,	4013.02,	4046.46,	3983.99,	4008.01,	3824320000.00
23706,	3963.9,	4038.88,	3963.9,	4023.89,	4142950000.00
23705,	3903.95,	3964.8,	3858.87,	3930.08,	4964130000.00
23704,	3990.08,	4049.09,	3928.82,	3935.18,	4683220000.00
23703,	4035.18,	4068.82,	3958.17,	4001.05,	4630150000.00
23702,	4081.27,	4081.27,	3975.48,	3991.24,	4746120000.00
23701,	4128.17,	4157.69,	4067.91,	4123.34,	4254300000.00
23700,	4270.43,	4270.43,	4106.01,	4146.87,	4197620000.00
23699,	4181.18,	4307.66,	4148.91,	4300.17,	4236210000.00
23698,	4159.78,	4200.1,	4147.08,	4175.48,	3877530000.00
23697,	4130.61,	4169.81,	4062.51,	4155.38,	4474060000.00
23696,	4253.75,	4269.68,	4124.28,	4131.93,	3943480000.00
23695,	4222.58,	4308.45,	4188.63,	4287.5,	3969440000.00
23694,	4186.52,	4240.71,	4162.9,	4183.96,	3876340000.00
23693,	4278.14,	4278.14,	4175.04,	4175.2,	3760420000.00
23692,	4255.34,	4299.02,	4200.82,	4296.12,	4061070000.00
23691,	4385.83,	4385.83,	4267.62,	4271.78,	3930660000.00
23690,	4489.17,	4512.94,	4384.47,	4393.66,	3833570000.00
23689,	4472.26,	4488.29,	4448.76,	4459.45,	3678040000.00
23688,	4390.63,	4471.03,	4390.63,	4462.21,	3197930000.00
23687,	4385.63,	4410.31,	4370.3,	4391.69,	3509340000.00
23686,	4449.12,	4460.46,	4390.77,	4392.59,	3634740000.00
23685,	4394.3,	4453.92,	4392.7,	4446.59,	3273140000.00
23684,	4437.59,	4471,	4381.34,	4397.45,	3451990000.00
23683,	4462.64,	4464.35,	4408.38,	4412.53,	3452540000.00
23682,	4494.15,	4520.41,	4474.6,	4488.28,	3453040000.00
23681,	4474.65,	4521.16,	4450.3,	4500.21,	4054010000.00
23680,	4494.17,	4503.94,	4450.04,	4481.15,	4137080000.00
23679,	4572.45,	4593.45,	4514.17,	4525.12,	3906230000.00
23678,	4547.97,	4583.5,	4539.21,	4582.64,	3833500000.00
23677,	4540.32,	4548.7,	4507.57,	4545.86,	3828290000.00
23676,	4599.02,	4603.07,	4530.41,	4530.41,	3782040000.00
23675,	4624.2,	4627.77,	4581.32,	4602.45,	3665390000.00
23674,	4602.86,	4637.3,	4589.66,	4631.6,	4239660000.00
23673,	4541.09,	4575.65,	4517.69,	4575.52,	3696850000.00
23672,	4522.91,	4546.03,	4501.07,	4543.06,	3577520000.00
23671,	4469.98,	4520.58,	4465.17,	4520.16,	3573430000.00
23670,	4493.1,	4501.07,	4455.81,	4456.24,	4014360000.00
23669,	4469.1,	4522,	4469.1,	4511.61,	3962880000.00
23668,	4462.4,	4481.75,	4424.3,	4461.18,	3961050000.00
23667,	4407.34,	4465.4,	4390.57,	4463.12,	6681510000.00
23666,	4345.11,	4412.67,	4335.65,	4411.67,	4174170000.00
23665,	4288.14,	4358.9,	4251.99,	4357.86,	5002240000.00
23664,	4188.82,	4271.05,	4187.9,	4262.45,	4331170000.00
23663,	4202.75,	4247.57,	4161.72,	4173.11,	4757600000.00
23662,	4279.5,	4291.01,	4200.49,	4204.31,	3877430000.00
23661,	4252.55,	4268.28,	4209.8,	4259.52,	4008690000.00
23660,	4223.1,	4299.4,	4223.1,	4277.88,	4220180000.00
23659,	4202.66,	4276.94,	4157.87,	4170.7,	6237000000.00
23658,	4327.01,	4327.01,	4199.85,	4201.09,	5506330000.00
23657,	4342.12,	4342.12,	4284.98,	4328.87,	4558250000.00
23656,	4401.31,	4416.78,	4345.56,	4363.49,	4062080000.00
23655,	4322.56,	4401.48,	4322.56,	4386.54,	4409090000.00
23654,	4363.14,	4378.45,	4279.54,	4306.26,	4679400000.00
23653,	4354.17,	4388.84,	4315.12,	4373.94,	4594010000.00
23652,	4298.38,	4385.34,	4286.83,	4384.65,	3941780000.00
23651,	4155.77,	4294.73,	4114.65,	4288.7,	5070560000.00
23650,	4324.93,	4341.51,	4221.51,	4225.5,	3814340000.00
23649,	4332.74,	4362.12,	4267.11,	4304.76,	4007780000.00
23648,	4384.57,	4394.6,	4327.22,	4348.87,	3871340000.00
23647,	4456.06,	4456.06,	4373.81,	4380.26,	3596510000.00
23646,	4455.75,	4489.55,	4429.68,	4475.01,	3478750000.00
23645,	4429.28,	4472.77,	4429.28,	4471.07,	3363200000.00
23644,	4412.61,	4426.22,	4364.84,	4401.67,	3466170000.00
23643,	4506.27,	4526.33,	4401.41,	4418.64,	4164960000.00
23642,	4553.24,	4588.92,	4484.31,	4504.08,	4490500000.00
23641,	4547,	4590.03,	4547,	4587.18,	3662810000.00
23640,	4480.02,	4531.32,	4465.4,	4521.54,	3509330000.00
23639,	4505.75,	4521.86,	4471.47,	4483.87,	3291600000.00
23638,	4482.79,	4539.66,	4451.5,	4500.53,	3673700000.00
23637,	4535.41,	4542.88,	4470.39,	4477.44,	3596830000.00
23636,	4566.39,	4595.31,	4544.32,	4589.38,	3777170000.00
23635,	4519.57,	4550.49,	4483.53,	4546.54,	3796450000.00
23634,	4431.79,	4516.89,	4414.02,	4515.55,	4001950000.00
23633,	4336.19,	4432.72,	4292.46,	4431.85,	3936030000.00
23632,	4380.58,	4428.74,	4309.5,	4326.51,	4074330000.00
23631,	4408.43,	4453.23,	4304.8,	4349.93,	4046270000.00
23630,	4366.64,	4411.01,	4287.11,	4356.45,	3989420000.00
23629,	4356.32,	4417.35,	4222.62,	4410.13,	5172540000.00
23628,	4471.38,	4494.52,	4395.34,	4397.94,	3945810000.00
23627,	4547.35,	4602.11,	4477.95,	4482.73,	3473060000.00
23626,	4588.03,	4611.55,	4530.2,	4532.76,	3387370000.00
23625,	4632.24,	4632.24,	4568.7,	4577.11,	3324960000.00
23624,	4637.99,	4665.13,	4614.75,	4662.85,	3483530000.00
23623,	4733.56,	4744.13,	4650.29,	4659.03,	3539830000.00
23622,	4728.59,	4748.83,	4706.71,	4726.35,	3060040000.00
23621,	4669.14,	4714.13,	4638.27,	4713.07,	3421600000.00
23620,	4655.34,	4673.02,	4582.24,	4670.29,	3621800000.00
23619,	4697.66,	4707.95,	4662.74,	4677.03,	3279870000.00
23618,	4693.39,	4725.01,	4671.26,	4696.05,	3371250000.00
23617,	4787.99,	4797.7,	4699.44,	4700.58,	3733540000.00
23616,	4804.51,	4818.62,	4774.27,	4793.54,	3641050000.00
23615,	4778.14,	4796.64,	4758.17,	4796.56,	2775190000.00
23614,	4775.21,	4786.83,	4765.75,	4766.18,	2446190000.00
23613,	4794.23,	4808.93,	4775.33,	4778.73,	2390990000.00
23612,	4788.64,	4804.06,	4778.08,	4793.06,	2369370000.00
23611,	4795.49,	4807.02,	4780.04,	4786.35,	2217050000.00
23610,	4733.99,	4791.49,	4733.99,	4791.19,	2264120000.00
23609,	4703.96,	4740.74,	4703.96,	4725.79,	2194630000.00
23608,	4650.36,	4697.67,	4645.53,	4696.56,	2439570000.00
23607,	4594.96,	4651.14,	4583.16,	4649.23,	2564370000.00
23606,	4587.9,	4587.9,	4531.1,	4568.02,	3395780000.00
23605,	4652.5,	4666.7,	4600.22,	4620.64,	5609780000.00
23604,	4719.13,	4731.99,	4651.89,	4668.67,	3592810000.00
23603,	4636.46,	4712.6,	4611.22,	4709.85,	3367580000.00
23602,	4642.99,	4660.47,	4606.52,	4634.09,	3292740000.00
23601,	4710.3,	4710.3,	4667.6,	4668.97,	3322050000.00
23600,	4687.64,	4713.57,	4670.24,	4712.02,	2858310000.00
23599,	4691,	4695.26,	4665.98,	4667.45,	2851660000.00
23598,	4690.86,	4705.06,	4674.52,	4701.21,	3061550000.00
23597,	4631.97,	4694.04,	4631.97,	4686.75,	3334320000.00
23596,	4548.37,	4612.6,	4540.51,	4591.67,	3305690000.00
23595,	4589.49,	4608.03,	4495.12,	4538.43,	3971500000.00
23594,	4504.73,	4595.46,	4504.73,	4577.1,	3771510000.00
23593,	4602.82,	4652.94,	4510.27,	4513.04,	4078260000.00
23592,	4640.25,	4646.02,	4560,	4567,	4950190000.00
23591,	4628.75,	4672.95,	4625.26,	4655.27,	3471380000.00
23590,	4664.63,	4664.63,	4585.43,	4594.62,	2676740000.00
23589,	4675.78,	4702.87,	4659.89,	4701.46,	2464040000.00
23588,	4678.48,	4699.39,	4652.66,	4690.7,	3428780000.00
23587,	4712,	4743.83,	4682.17,	4682.94,	3206280000.00
23586,	4708.44,	4717.75,	4694.22,	4697.96,	3265600000.00
23585,	4700.72,	4708.8,	4672.78,	4704.54,	3335620000.00
23584,	4701.5,	4701.5,	4684.41,	4688.67,	3221250000.00
23583,	4679.42,	4714.95,	4679.42,	4700.9,	2838210000.00
23582,	4689.3,	4697.42,	4672.86,	4682.8,	2618980000.00
23581,	4655.24,	4688.47,	4650.77,	4682.85,	2865790000.00
23580,	4659.39,	4664.55,	4648.31,	4649.27,	2623140000.00
23579,	4670.26,	4684.85,	4630.86,	4646.71,	3581630000.00
23578,	4707.25,	4708.53,	4670.87,	4685.25,	3110230000.00
23577,	4701.48,	4714.92,	4694.39,	4701.7,	3465720000.00
23576,	4699.26,	4718.5,	4681.32,	4697.53,	3491150000.00
23575,	4662.93,	4683,	4662.59,	4680.06,	3332940000.00
23574,	4630.65,	4663.46,	4621.19,	4660.57,	3339440000.00
23573,	4613.34,	4635.15,	4613.34,	4630.65,	3309690000.00
23572,	4610.62,	4620.34,	4595.06,	4613.67,	2924000000.00
23571,	4572.87,	4608.08,	4567.59,	4605.38,	3632260000.00
23570,	4562.84,	4597.55,	4562.84,	4596.42,	3197560000.00
23569,	4580.22,	4584.57,	4551.66,	4551.68,	3259510000.00
23568,	4578.69,	4598.53,	4569.17,	4574.79,	2866500000.00
23567,	4553.69,	4572.62,	4537.36,	4566.48,	3250210000.00
23566,	4546.12,	4559.67,	4524,	4544.9,	3062810000.00
23565,	4532.24,	4551.44,	4526.89,	4549.78,	3016950000.00
23564,	4524.42,	4540.87,	4524.4,	4536.19,	2671560000.00
23563,	4497.34,	4520.4,	4496.41,	4519.63,	2531210000.00
23562,	4463.72,	4488.75,	4447.47,	4486.46,	2683540000.00
23561,	4447.69,	4475.82,	4447.69,	4471.37,	3000560000.00
23560,	4386.75,	4439.73,	4386.75,	4438.26,	2642920000.00
23559,	4358.01,	4372.87,	4329.92,	4363.8,	2926460000.00
23558,	4368.31,	4374.89,	4342.09,	4350.65,	2608150000.00
23557,	4385.44,	4415.88,	4360.59,	4361.19,	2580000000.00
23556,	4406.51,	4412.02,	4386.22,	4391.34,	2401890000.00
23555,	4383.73,	4429.97,	4383.73,	4399.76,	3096080000.00
23554,	4319.57,	4365.57,	4290.49,	4363.55,	3219590000.00
23553,	4309.87,	4369.23,	4309.87,	4345.72,	2967400000.00
23552,	4348.84,	4355.51,	4278.94,	4300.46,	3110560000.00
23551,	4317.16,	4375.19,	4288.52,	4357.04,	3148980000.00
23550,	4370.67,	4382.55,	4306.24,	4307.54,	3123770000.00
23549,	4362.41,	4385.57,	4355.08,	4359.46,	2753800000.00
23548,	4419.54,	4419.54,	4346.33,	4352.63,	3495970000.00
23547,	4442.12,	4457.3,	4436.19,	4443.11,	3032870000.00
23546,	4438.04,	4463.12,	4430.27,	4455.48,	2772090000.00
23545,	4406.75,	4465.4,	4406.75,	4448.98,	2833290000.00
23544,	4367.43,	4416.75,	4367.43,	4395.64,	3273670000.00
23543,	4374.45,	4394.87,	4347.96,	4354.19,	3044300000.00
23542,	4402.95,	4402.95,	4305.91,	4357.73,	3773680000.00
23541,	4469.74,	4471.52,	4427.76,	4432.99,	5622210000.00
23540,	4477.09,	4485.87,	4443.8,	4473.75,	3321030000.00
23539,	4447.49,	4486.87,	4438.37,	4480.7,	3154760000.00
23538,	4479.33,	4485.68,	4435.46,	4443.05,	2568730000.00
23537,	4474.81,	4492.99,	4445.7,	4468.73,	3096390000.00
23536,	4506.92,	4520.47,	4457.66,	4458.58,	2851140000.00
23535,	4513.02,	4529.9,	4492.07,	4493.28,	3035300000.00
23534,	4518.09,	4521.79,	4493.95,	4514.07,	2808480000.00
23533,	4535.38,	4535.38,	4513,	4520.03,	3098870000.00
23532,	4532.42,	4541.45,	4521.3,	4535.43,	2609660000.00
23531,	4534.48,	4545.85,	4524.66,	4536.95,	2897010000.00
23530,	4528.8,	4537.11,	4522.02,	4524.09,	3101830000.00
23529,	4529.75,	4531.39,	4515.8,	4522.68,	3090380000.00
23528,	4513.76,	4537.36,	4513.76,	4528.79,	2557300000.00
23527,	4474.1,	4513.33,	4474.1,	4509.37,	2862360000.00
23526,	4493.75,	4495.9,	4468.99,	4470,	2704600000.00
23525,	4490.45,	4501.71,	4485.66,	4496.19,	2554680000.00
23524,	4484.4,	4492.81,	4482.28,	4486.23,	3037770000.00
23523,	4450.29,	4489.88,	4450.29,	4479.53,	2965520000.00
23522,	4410.56,	4444.35,	4406.8,	4441.67,	2867770000.00
23521,	4382.44,	4418.61,	4367.73,	4405.8,	3120840000.00
23520,	4440.94,	4454.32,	4397.59,	4400.27,	2965210000.00
23519,	4462.12,	4462.12,	4417.83,	4448.08,	2884000000.00
23518,	4461.65,	4480.26,	4437.66,	4479.71,	2707170000.00
23517,	4464.84,	4468.37,	4460.82,	4468,	2371630000.00
23516,	4446.08,	4461.77,	4435.96,	4460.83,	2543860000.00
23515,	4442.18,	4449.44,	4436.42,	4442.41,	2803060000.00
23514,	4435.79,	4445.21,	4430.03,	4436.75,	3219840000.00
23513,	4437.77,	4439.39,	4424.74,	4432.35,	2779880000.00
23512,	4429.07,	4440.82,	4429.07,	4436.52,	2839970000.00
23511,	4408.86,	4429.76,	4408.86,	4429.1,	2734220000.00
23510,	4415.95,	4416.17,	4400.23,	4402.66,	3382620000.00
23509,	4392.74,	4423.79,	4373,	4423.15,	3305340000.00
23508,	4406.86,	4422.18,	4384.81,	4387.16,	2919940000.00
23507,	4395.12,	4412.25,	4389.65,	4395.26,	2861600000.00
23506,	4403.59,	4429.97,	4403.59,	4419.15,	2815510000.00
23505,	4402.95,	4415.47,	4387.01,	4400.64,	3215130000.00
23504,	4416.38,	4416.38,	4372.51,	4401.46,	3381080000.00
23503,	4409.58,	4422.73,	4405.45,	4422.3,	2679110000.00
23502,	4381.2,	4415.18,	4381.2,	4411.79,	3490730000.00
23501,	4361.27,	4369.87,	4350.06,	4367.48,	2907910000.00
23500,	4331.13,	4359.7,	4331.13,	4358.69,	3078550000.00
23499,	4265.11,	4336.84,	4262.05,	4323.06,	3634190000.00
23498,	4296.4,	4296.4,	4233.13,	4258.49,	4155790000.00
23497,	4367.43,	4375.09,	4322.53,	4327.16,	3165160000.00
23496,	4369.02,	4369.02,	4340.7,	4360.03,	3226930000.00
23495,	4380.11,	4393.68,	4362.36,	4374.3,	3213870000.00
23494,	4381.07,	4392.37,	4366.92,	4369.21,	3166900000.00
23493,	4372.41,	4386.68,	4364.03,	4384.63,	2983980000.00
23492,	4329.38,	4371.6,	4329.38,	4369.55,	2738280000.00
23491,	4321.07,	4330.88,	4289.37,	4320.82,	3393780000.00
23490,	4351.01,	4361.88,	4329.79,	4358.13,	3243900000.00
23489,	4356.46,	4356.46,	4314.37,	4343.54,	3437900000.00
23488,	4326.6,	4355.43,	4326.6,	4352.34,	2628550000.00
23487,	4300.73,	4320.66,	4300.73,	4319.94,	3077580000.00
23486,	4290.65,	4302.43,	4287.96,	4297.5,	3687880000.00
23485,	4293.21,	4300.52,	4287.04,	4291.8,	3049560000.00
23484,	4284.9,	4292.14,	4274.67,	4290.61,	3415610000.00
23483,	4274.45,	4286.12,	4271.16,	4280.7,	6248390000.00
23482,	4256.97,	4271.28,	4256.97,	4266.49,	3141680000.00
23481,	4249.27,	4256.6,	4241.43,	4241.84,	3172440000.00
23480,	4224.61,	4255.84,	4217.27,	4246.44,	3208760000.00
23479,	4173.4,	4226.24,	4173.4,	4224.79,	3391740000.00
23478,	4204.78,	4204.78,	4164.4,	4166.45,	6084980000.00
23477,	4220.37,	4232.29,	4196.05,	4221.86,	3952110000.00
23476,	4248.87,	4251.89,	4202.45,	4223.7,	3722050000.00
23475,	4255.28,	4257.16,	4238.35,	4246.59,	3578450000.00
23474,	4248.31,	4255.59,	4234.07,	4255.15,	3612050000.00
23473,	4242.9,	4248.38,	4232.25,	4247.44,	3204280000.00
23472,	4228.56,	4249.74,	4220.34,	4239.18,	3502480000.00
23471,	4232.99,	4237.09,	4218.74,	4219.55,	3902870000.00
23470,	4233.81,	4236.74,	4208.41,	4227.26,	3943870000.00
23469,	4229.34,	4232.34,	4215.66,	4226.52,	3835570000.00
23468,	4206.05,	4233.45,	4206.05,	4229.89,	3487070000.00
23467,	4191.43,	4204.39,	4167.93,	4192.85,	4579450000.00
23466,	4206.82,	4217.37,	4198.27,	4208.12,	4860930000.00
23465,	4216.52,	4234.12,	4197.59,	4202.04,	4122960000.00
23464,	4210.77,	4218.36,	4203.57,	4204.11,	4199270000.00
23463,	4201.94,	4213.38,	4197.78,	4200.88,	5201110000.00
23462,	4191.59,	4202.61,	4184.11,	4195.99,	3674490000.00
23461,	4205.94,	4213.42,	4182.52,	4188.13,	3420870000.00
23460,	4170.16,	4209.52,	4170.16,	4197.05,	2947400000.00
23459,	4168.61,	4188.72,	4151.72,	4155.86,	3344620000.00
23458,	4121.97,	4172.8,	4121.97,	4159.12,	3019060000.00
23457,	4098.45,	4116.93,	4061.41,	4115.68,	3485550000.00
23456,	4165.94,	4169.15,	4125.99,	4127.83,	3559790000.00
23455,	4169.92,	4171.92,	4142.69,	4163.29,	3307130000.00
23454,	4129.58,	4183.13,	4129.58,	4173.85,	3251920000.00
23453,	4074.99,	4131.58,	4074.99,	4112.5,	3687780000.00
23452,	4130.55,	4134.73,	4056.88,	4063.04,	3735080000.00
23451,	4150.34,	4162.04,	4111.53,	4152.1,	3593110000.00
23450,	4228.29,	4236.39,	4188.13,	4188.43,	3678970000.00
23449,	4210.34,	4238.04,	4201.64,	4232.6,	4013060000.00
23448,	4169.14,	4202.7,	4147.33,	4201.62,	4504860000.00
23447,	4177.06,	4187.72,	4160.94,	4167.59,	4029050000.00
23446,	4179.04,	4179.04,	4128.59,	4164.66,	4441080000.00
23445,	4191.98,	4209.39,	4188.03,	4192.66,	4061170000.00
23444,	4198.1,	4198.1,	4174.85,	4181.17,	4273680000.00
23443,	4206.14,	4218.78,	4176.81,	4211.47,	4288940000.00
23442,	4185.14,	4201.53,	4181.78,	4183.18,	3772390000.00
23441,	4188.25,	4193.35,	4176.22,	4186.72,	3703240000.00
23440,	4185.03,	4194.19,	4182.36,	4187.62,	3738920000.00
23439,	4138.78,	4194.17,	4138.78,	4180.17,	3568080000.00
23438,	4170.46,	4179.57,	4123.69,	4134.98,	4235040000.00
23437,	4128.42,	4175.02,	4126.35,	4173.42,	3865820000.00
23436,	4159.18,	4159.18,	4118.38,	4134.94,	4338230000.00
23435,	4179.8,	4180.81,	4150.47,	4163.26,	3788020000.00
23434,	4174.14,	4191.31,	4170.75,	4185.47,	4157430000.00
23433,	4139.76,	4173.49,	4139.76,	4170.42,	4027680000.00
23432,	4141.58,	4151.69,	4120.87,	4124.66,	3976540000.00
23431,	4130.1,	4148,	4124.43,	4141.59,	3728440000.00
23430,	4124.71,	4131.76,	4114.82,	4127.99,	3578500000.00
23429,	4096.11,	4129.48,	4095.51,	4128.8,	3634910000.00
23428,	4089.95,	4098.19,	4082.54,	4097.17,	3901910000.00
23427,	4074.29,	4083.13,	4068.31,	4079.95,	4112640000.00
23426,	4075.57,	4086.23,	4068.14,	4073.94,	4027880000.00
23425,	4034.44,	4083.42,	4034.44,	4077.91,	3999760000.00
23424,	3992.78,	4020.63,	3992.78,	4019.87,	4151240000.00
23423,	3967.25,	3994.41,	3966.98,	3972.89,	4564980000.00
23422,	3963.34,	3968.01,	3944.35,	3958.55,	4103570000.00
23421,	3969.31,	3981.83,	3943.25,	3971.09,	4619840000.00
23420,	3917.12,	3978.19,	3917.12,	3974.54,	5467850000.00
23419,	3879.34,	3919.54,	3853.5,	3909.52,	4940800000.00
23418,	3919.93,	3942.08,	3889.07,	3889.14,	4766990000.00
